member_id,loan_amount,funded_amount,funded_amount_inv,term,int_rate,instalment,grade,sub_grade,employment_length,home_ownership,annual_inc,verification_status,issue_date,loan_status,payment_plan,purpose,dti,delinq_2yrs,earliest_credit_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_accounts,total_accounts,out_prncp,out_prncp_inv,total_payment,total_payment_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_payment_date,last_payment_amount,next_payment_date,last_credit_pull_date,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type
1066088,8000,8000.0,8000.0,36 ,10.59,260.36,B,B2,8 ,MORTGAGE,50000.0,Verified,Aug-2017,Charged Off,n,wedding,7.87,1,Oct-2000,0,8.0,,7,20,0.0,0.0,6428.75,6428.75,4799.25,1168.79,0.0,460.71,10.983,Aug-2019,260.36,,Jan-2020,0.0,,1,INDIVIDUAL
1066022,11400,11400.0,11400.0,36 ,17.99,412.09,E,E1,4 ,MORTGAGE,55000.0,Verified,Aug-2017,Charged Off,n,small_business,2.27,0,Jan-2000,0,75.0,,3,5,0.0,0.0,7393.17,7393.17,4622.78,2370.68,0.0,399.71,4.14,Feb-2019,412.09,,Jul-2019,0.0,,1,INDIVIDUAL
1065797,16000,16000.0,16000.0,60 ,13.49,368.08,C,C2,10+ ,OWN,200000.0,Source Verified,Oct-2017,Charged Off,n,other,9.17,0,Jan-1999,0,47.0,,13,41,0.0,0.0,9193.25,9193.25,5393.2,3800.05,0.0,0.0,0.0,Nov-2019,368.08,,Jan-2022,0.0,,1,INDIVIDUAL
1065574,30000,30000.0,28764.8390744,60 ,13.99,697.9,C,C3,10+ ,OWN,103000.0,Verified,Aug-2017,Charged Off,n,small_business,8.92,0,Nov-1983,4,61.0,,10,27,0.0,0.0,27188.29,24992.91,15456.57,9656.23,0.0,2075.49,20.6388999968,Sep-2020,697.9,,Jan-2021,0.0,,1,INDIVIDUAL
1065114,14000,14000.0,13750.0,36 ,10.59,455.63,B,B2,6 ,MORTGAGE,90000.0,Source Verified,Aug-2017,Charged Off,n,debt_consolidation,14.68,0,Jul-2001,0,72.0,78.0,10,35,0.0,0.0,9111.53,8948.74,7220.47,1881.33,0.0,9.73,0.0,May-2019,455.63,,Jan-2022,0.0,,1,INDIVIDUAL
1065031,12500,12500.0,12500.0,60 ,14.79,296.0,C,C4,2 ,MORTGAGE,80000.0,Source Verified,Aug-2017,Charged Off,n,credit_card,13.42,0,May-1998,2,,98.0,7,14,0.0,0.0,7050.7,7050.7,3554.51,2943.85,0.0,552.34,8.6014,Jul-2019,296.0,,Dec-2019,0.0,,1,INDIVIDUAL
1065011,1000,1000.0,1000.0,36 ,17.99,36.15,E,E1,1 ,RENT,24000.0,Verified,Aug-2017,Charged Off,n,debt_consolidation,12.65,0,May-2004,0,,,7,9,0.0,0.0,159.25,159.25,86.03,58.23,14.9845360825,0.0,0.0,Jan-2018,87.3,,Jan-2022,0.0,,1,INDIVIDUAL
1064904,8300,8300.0,8300.0,36 ,8.49,261.98,A,A5,5 ,OWN,50000.0,Not Verified,Aug-2017,Charged Off,n,debt_consolidation,2.88,0,Feb-2006,1,56.0,,9,16,0.0,0.0,878.54,878.54,406.6,115.62,0.0,356.32,3.48,Nov-2017,261.98,,Jan-2022,0.0,,1,INDIVIDUAL
1064814,4800,4800.0,4800.0,,22.11,132.88,G,G1,3 ,RENT,65000.0,Source Verified,Aug-2017,Charged Off,n,small_business,12.42,0,Sep-2003,1,71.0,,25,39,0.0,0.0,5392.28,5392.28,2411.56,2630.05,0.0,350.67,63.1206,Nov-2020,132.88,,Mar-2021,0.0,,1,INDIVIDUAL
1064738,6500,6500.0,6500.0,36 ,15.99,228.49,D,D2,3 ,MORTGAGE,54000.0,Verified,Aug-2017,Charged Off,n,debt_consolidation,20.2,0,Dec-2006,3,,,16,19,0.0,0.0,3883.85,3883.85,2502.74,1140.14,0.0,240.97,2.46,Jan-2019,228.49,,May-2019,0.0,,1,INDIVIDUAL
1063736,6000,6000.0,6000.0,36 ,16.49,212.4,D,D3,2 ,RENT,18835.2,Not Verified,Aug-2017,Charged Off,n,small_business,14.46,0,Feb-2008,0,,,7,8,0.0,0.0,3604.17,3604.17,2464.99,1139.18,0.0,0.0,0.0,Feb-2019,212.4,,Jan-2022,0.0,,1,INDIVIDUAL
1063428,9600,9600.0,9600.0,36 ,20.62,359.82,F,F2,2 ,RENT,60000.0,Not Verified,Aug-2017,Charged Off,n,medical,11.04,0,Oct-2006,1,,,6,7,0.0,0.0,782.05,782.05,194.32,164.51,0.0,423.22,4.06,Oct-2017,359.82,,Jan-2022,0.0,,1,INDIVIDUAL
1062145,18800,18800.0,18800.0,60 ,19.69,494.85,E,E5,8 ,OWN,50000.0,Verified,Aug-2017,Charged Off,n,home_improvement,12.98,0,Oct-1982,3,,,7,11,0.0,0.0,16403.62,16403.62,6861.18,7869.52,0.0,1672.92,16.7292000019,Apr-2020,876.54,,Jun-2020,0.0,,1,INDIVIDUAL
1061914,4200,4200.0,4200.0,,10.99,137.49,B,B3,2 ,RENT,60000.0,Source Verified,Aug-2017,Charged Off,n,debt_consolidation,16.2,0,Oct-2002,2,,,11,14,0.0,0.0,3514.8,3514.8,2629.94,651.58,0.0,233.28,7.8482999987,Aug-2019,137.49,,Jan-2020,0.0,,1,INDIVIDUAL
1061893,1325,1325.0,1325.0,36 ,13.49,44.96,C,C2,< 1 ,RENT,24000.0,Source Verified,Aug-2017,Charged Off,n,moving,3.8,0,Sep-2000,0,24.0,,3,3,0.0,0.0,1476.64,1476.64,1145.61,287.6,14.9366103203,28.5,0.2850000004,May-2020,44.96,,Sep-2020,0.0,,1,INDIVIDUAL
1061880,5200,5200.0,5200.0,60 ,,114.34,B,B4,1 ,MORTGAGE,57000.0,Verified,Aug-2017,Charged Off,n,home_improvement,0.32,0,Feb-1997,2,33.0,,7,16,0.0,0.0,1708.48,1708.48,808.76,634.83,0.0,264.89,2.26,Nov-2018,200.0,,Feb-2019,0.0,,1,INDIVIDUAL
1061500,4000,4000.0,4000.0,60 ,16.89,99.18,D,D4,< 1 ,RENT,35832.0,Source Verified,Aug-2017,Charged Off,n,other,4.02,0,Oct-2005,1,39.0,,17,19,0.0,0.0,3258.54,3258.54,173.52,219.44,0.0,2865.58,708.195,Dec-2017,99.18,,Jan-2022,0.0,,1,INDIVIDUAL
1060344,15000,15000.0,14725.0,,11.49,494.57,B,B4,8 ,MORTGAGE,120000.0,Verified,Aug-2017,Charged Off,n,credit_card,9.69,0,Feb-2001,0,54.0,,10,27,0.0,0.0,13897.53,13642.18,9828.28,2534.27,0.0,1534.98,250.6536,Oct-2019,39.5,,Feb-2020,0.0,,1,INDIVIDUAL
1060292,30000,30000.0,27730.1877701,60 ,20.25,799.0,F,F1,10+ ,MORTGAGE,78000.0,Source Verified,Aug-2017,Charged Off,n,debt_consolidation,16.32,0,Jun-2000,1,36.0,,10,34,0.0,0.0,11185.56,5544.72,4574.35,6598.21,0.0,13.0,0.0,Oct-2018,799.0,,Jan-2022,0.0,,1,INDIVIDUAL
1060176,16400,16400.0,16400.0,60 ,22.48,457.44,G,G2,1 ,RENT,37000.0,Source Verified,Aug-2017,Charged Off,n,debt_consolidation,8.17,0,Sep-2001,0,,,3,9,0.0,0.0,1845.89,1845.89,612.79,1210.29,22.8031764329,0.0,0.0,Jan-2018,937.75,,May-2018,0.0,,1,INDIVIDUAL
1060121,2500,2500.0,2500.0,36 ,15.62,87.43,D,D1,3 ,RENT,39000.0,Not Verified,Aug-2017,Charged Off,n,debt_consolidation,22.92,0,Dec-2006,3,,,9,13,0.0,0.0,1397.51,1397.51,936.6,371.4,0.0,89.51,0.95,Oct-2018,87.43,,Mar-2019,0.0,,1,INDIVIDUAL
1059988,5000,5000.0,4750.0,60 ,10.99,108.69,B,B3,5 ,MORTGAGE,45000.0,Source Verified,Aug-2017,Charged Off,n,car,16.24,0,Jan-2006,0,,,9,18,0.0,0.0,324.69,308.4,189.62,135.07,0.0,0.0,0.0,Nov-2017,108.69,,Jan-2022,0.0,,1,INDIVIDUAL
1059862,15000,15000.0,15000.0,36 ,,512.6,C,C3,2 ,MORTGAGE,48000.0,Source Verified,Aug-2017,Charged Off,n,credit_card,12.05,0,May-1999,2,64.0,,14,19,0.0,0.0,4093.84,4093.84,2809.88,1283.96,0.0,0.0,0.0,Apr-2018,512.6,,Jan-2022,0.0,,1,INDIVIDUAL
1059410,21000,21000.0,20750.0,60 ,19.29,548.11,E,E4,9 ,RENT,150000.0,Verified,Aug-2017,Charged Off,n,debt_consolidation,14.0,0,Dec-1994,0,,,9,20,0.0,0.0,21299.99,21046.24,10143.64,9560.72,0.0,1595.63,15.6802999965,Sep-2020,548.11,,Jan-2021,0.0,,1,INDIVIDUAL
1059380,11200,11200.0,11200.0,36 ,13.99,382.74,C,C3,7 ,RENT,105000.0,Not Verified,Aug-2017,Charged Off,n,car,13.5,0,Mar-2003,3,,,10,29,0.0,0.0,8036.64,8036.64,5948.79,2072.37,0.0,15.48,0.0,May-2019,382.74,,Jan-2022,0.0,,1,INDIVIDUAL
1059142,30000,30000.0,30000.0,60 ,,799.0,F,F1,7 ,MORTGAGE,60000.0,Verified,Aug-2017,Charged Off,n,debt_consolidation,18.42,0,Oct-1996,1,59.0,,10,30,0.0,0.0,7988.31,7988.31,3155.84,4823.36,0.0,9.11,0.0,Jul-2018,799.0,,Jan-2022,0.0,,1,INDIVIDUAL
1059058,1200,1200.0,1200.0,,19.29,44.17,E,E4,2 ,RENT,34560.0,Not Verified,Aug-2017,Charged Off,n,other,8.65,0,Jul-2001,1,53.0,,3,9,0.0,0.0,96.96,96.96,24.87,19.29,0.0,52.8,0.48,Sep-2017,44.17,,Feb-2018,0.0,,1,INDIVIDUAL
1058937,21200,20975.0,20950.0,60 ,13.99,487.95,C,C3,6 ,MORTGAGE,78424.06,Verified,Sep-2017,Charged Off,n,debt_consolidation,9.44,0,Jan-1998,1,,,21,37,0.0,0.0,3407.11,3403.05,1760.27,1646.84,0.0,0.0,0.0,Apr-2018,487.95,,Jan-2022,0.0,,1,INDIVIDUAL
1058914,13225,13225.0,13200.0,60 ,19.69,348.11,E,E5,10+ ,MORTGAGE,40000.0,Verified,Aug-2017,Charged Off,n,debt_consolidation,24.33,0,Sep-1977,0,30.0,,11,28,0.0,0.0,5088.64,5079.05,813.4,1266.61,17.3977307963,2991.24,538.423199995,Feb-2018,713.63,,Jul-2018,0.0,,1,INDIVIDUAL
1058541,25000,25000.0,24975.0,60 ,17.99,634.7,E,E1,< 1 ,MORTGAGE,102000.0,Verified,Sep-2017,Charged Off,n,debt_consolidation,20.69,0,Oct-2000,2,,,10,29,0.0,0.0,4433.03,4428.62,1899.03,2534.0,0.0,0.0,0.0,Apr-2018,634.7,,Jan-2022,0.0,,1,INDIVIDUAL
1057490,5400,5400.0,5400.0,36 ,10.99,176.77,B,B3,3 ,MORTGAGE,50000.0,Not Verified,Aug-2017,Charged Off,n,debt_consolidation,4.25,2,Nov-1998,0,8.0,100.0,7,31,0.0,0.0,2738.92,2738.92,2252.39,477.1,0.0,9.43,0.0,Sep-2018,176.77,,Jan-2022,0.0,,1,INDIVIDUAL
1057232,30000,30000.0,29675.0,60 ,18.39,768.19,E,E2,10+ ,MORTGAGE,75000.0,Verified,Aug-2017,Charged Off,n,debt_consolidation,10.53,0,Feb-1994,0,,,6,31,0.0,0.0,23049.46,22799.68,5156.57,6364.33,0.0,11528.56,949.0932,Nov-2018,768.19,,Mar-2019,0.0,,1,INDIVIDUAL
1056678,20000,20000.0,19975.0,60 ,16.49,491.59,D,D3,10+ ,MORTGAGE,60000.0,Verified,Aug-2017,Charged Off,n,debt_consolidation,16.16,0,Nov-1996,3,,,13,27,0.0,0.0,6882.1,6873.53,3309.44,3548.6,0.0,24.06,0.0,Oct-2018,491.59,,Jan-2022,0.0,,1,INDIVIDUAL
1056453,8025,8025.0,8025.0,36 ,13.49,272.3,C,C2,10+ ,MORTGAGE,55000.0,Source Verified,Aug-2017,Charged Off,n,debt_consolidation,20.44,0,Jun-1997,0,,,10,18,0.0,0.0,7351.94,7351.94,5694.17,1657.77,0.0,0.0,0.0,Jan-2020,38.69,,Jan-2022,0.0,,1,INDIVIDUAL
1056451,4000,4000.0,4000.0,36 ,,141.6,D,D3,5 ,MORTGAGE,25344.0,Source Verified,Aug-2017,Charged Off,n,other,5.45,1,Nov-1995,0,17.0,,4,7,0.0,0.0,2804.87,2804.87,1861.09,821.71,0.0,122.07,1.48,Mar-2019,141.6,,Aug-2019,0.0,,1,INDIVIDUAL
1056357,8000,8000.0,8000.0,36 ,11.99,265.68,B,B5,10+ ,RENT,40000.0,Source Verified,Aug-2017,Charged Off,n,debt_consolidation,24.9,0,May-1994,1,40.0,73.0,10,21,0.0,0.0,1328.05,1328.05,947.23,380.82,0.0,0.0,0.0,Jan-2018,265.68,,Jan-2022,0.0,,1,INDIVIDUAL
1055952,4500,4500.0,4500.0,36 ,5.99,136.88,A,A2,< 1 ,MORTGAGE,39660.0,Source Verified,Aug-2017,Charged Off,n,car,11.65,0,Oct-2000,3,,,10,30,0.0,0.0,957.67,957.67,812.6,145.07,0.0,0.0,0.0,Mar-2018,136.88,,Jan-2022,0.0,,1,INDIVIDUAL
1055628,4000,4000.0,4000.0,36 ,11.49,131.89,B,B4,1 ,RENT,51000.0,Not Verified,Aug-2017,Charged Off,n,other,21.44,0,Sep-2001,1,,,13,28,0.0,0.0,1576.44,1576.44,1179.48,396.96,0.0,0.0,0.0,Aug-2018,131.89,,Jan-2022,0.0,,1,INDIVIDUAL
1055299,2600,2600.0,2600.0,60 ,17.49,65.31,D,D5,2 ,RENT,40000.0,Source Verified,Aug-2017,Charged Off,n,debt_consolidation,13.02,0,Dec-1997,1,,91.0,10,11,0.0,0.0,1327.08,1327.08,54.82,166.0,14.9577147153,1091.3,272.825000001,Feb-2018,106.42,,Jan-2022,0.0,,1,INDIVIDUAL
1054463,13000,13000.0,12950.0,36 ,8.49,410.32,A,A5,3 ,MORTGAGE,78000.0,Not Verified,Aug-2017,Charged Off,n,debt_consolidation,11.69,0,May-2004,3,,,9,26,0.0,0.0,8949.61,8915.23,7151.59,1464.17,0.0,333.85,3.79,Jun-2019,34.23,,Oct-2019,0.0,,1,INDIVIDUAL
1053988,11300,11300.0,11050.0,,12.99,257.06,C,C1,10+ ,MORTGAGE,40800.0,Not Verified,Aug-2017,Charged Off,n,debt_consolidation,17.62,0,Jul-1995,0,70.0,,11,21,0.0,0.0,9254.16,9048.35,5857.52,3338.14,0.0,58.5,0.0,Aug-2020,257.06,,Jan-2022,0.0,,1,INDIVIDUAL
1053242,12800,12800.0,12800.0,36 ,7.49,398.11,A,A4,6 ,MORTGAGE,56000.0,Verified,Aug-2017,Charged Off,n,debt_consolidation,15.34,0,Nov-2000,1,,,10,24,0.0,0.0,3582.21,3582.21,2926.69,644.33,0.0,11.19,0.0,May-2018,398.11,,Jan-2022,0.0,,1,INDIVIDUAL
1052414,5000,5000.0,5000.0,36 ,17.99,180.74,E,E1,2 ,RENT,36000.0,Source Verified,Aug-2017,Charged Off,n,major_purchase,0.4,0,May-1995,0,28.0,,3,9,0.0,0.0,720.84,720.84,431.47,289.37,0.0,0.0,0.0,Dec-2017,180.74,,Jan-2022,0.0,,1,INDIVIDUAL
1052217,4000,4000.0,4000.0,36 ,15.62,139.88,D,D1,2 ,RENT,18720.0,Source Verified,Aug-2017,Charged Off,n,debt_consolidation,11.86,0,Aug-2001,1,40.0,,6,10,0.0,0.0,1841.33,1841.33,1050.33,622.45,0.0,168.55,1.6,Oct-2018,140.0,,Feb-2019,0.0,,1,INDIVIDUAL
1051557,7200,7200.0,7200.0,36 ,9.99,232.29,B,B1,10+ ,MORTGAGE,50000.0,Not Verified,Aug-2017,Charged Off,n,other,6.5,0,Sep-1983,1,68.0,97.0,7,24,0.0,0.0,5806.88,5806.88,4753.19,1036.06,0.0,17.63,0.0,Sep-2019,232.29,,Jan-2022,0.0,,1,INDIVIDUAL
1051518,10000,10000.0,9300.0,36 ,10.99,327.34,B,B3,10+ ,MORTGAGE,150000.0,Verified,Aug-2017,Charged Off,n,home_improvement,14.98,0,Sep-1997,0,,,13,30,0.0,0.0,9164.3,8519.9,7471.32,1692.98,0.0,0.0,0.0,Jan-2020,49.86,,Jan-2022,0.0,,1,INDIVIDUAL
1051192,9800,9800.0,9550.0,36 ,7.49,304.8,A,A4,9 ,MORTGAGE,50000.0,Not Verified,Aug-2017,Charged Off,n,debt_consolidation,7.32,0,Feb-2002,0,,,7,16,0.0,0.0,8594.46,8374.77,7120.49,1085.89,0.0,388.08,3.648600003,Nov-2019,304.8,,Apr-2020,0.0,,1,INDIVIDUAL
1050552,9000,,8750.0,,11.49,296.75,B,B4,10+ ,MORTGAGE,110000.0,Not Verified,Aug-2017,Charged Off,n,debt_consolidation,15.36,0,Jan-1999,0,,,10,33,0.0,0.0,4492.7,4367.61,3082.5,1071.17,0.0,339.03,3.53,Nov-2018,307.54,,Mar-2019,0.0,,1,INDIVIDUAL
1050316,14675,14675.0,14650.0,60 ,11.49,322.67,B,B4,1 ,RENT,28000.0,Verified,Aug-2017,Charged Off,n,debt_consolidation,23.1,0,Jun-2005,0,,,7,10,0.0,0.0,2375.29,2371.28,923.65,681.45,0.0,770.19,138.634199997,Jan-2018,322.67,,Jun-2018,0.0,,1,INDIVIDUAL
1049839,2250,2250.0,2250.0,36 ,8.49,71.02,A,A5,8 ,MORTGAGE,54000.0,Not Verified,Aug-2017,Charged Off,n,home_improvement,20.73,0,Jan-2000,3,,,5,17,0.0,0.0,562.47,562.47,365.99,115.84,14.9213498252,65.72,0.78,Apr-2018,74.38,,Aug-2018,0.0,,1,INDIVIDUAL
1049528,12000,12000.0,11975.0,60 ,18.79,309.91,E,E3,10+ ,MORTGAGE,84000.0,Verified,Aug-2017,Charged Off,n,debt_consolidation,10.96,1,Aug-1998,2,23.0,,7,23,0.0,0.0,10066.22,10045.34,4297.11,4639.82,30.8529573104,1098.44,10.984400006,Mar-2020,320.51,,Jun-2020,0.0,,1,INDIVIDUAL
1049321,10000,10000.0,10000.0,60 ,,247.94,D,D4,< 1 ,MORTGAGE,60000.0,Source Verified,Aug-2017,Charged Off,n,debt_consolidation,14.82,0,Jan-1998,1,67.0,,10,19,0.0,0.0,5591.55,5591.55,2575.27,2582.24,0.0,434.04,4.04,May-2019,247.94,,Oct-2019,0.0,,1,INDIVIDUAL
1049316,4000,4000.0,4000.0,60 ,10.59,86.16,B,B2,3 ,RENT,57600.0,Source Verified,Aug-2017,Charged Off,n,car,18.17,0,Sep-2005,0,,,14,18,0.0,0.0,3104.05,3104.05,1919.8,896.48,0.0,287.77,2.8777,May-2020,86.16,,Oct-2020,0.0,,1,INDIVIDUAL
1048219,15875,15875.0,15625.0,60 ,11.99,353.06,B,B5,10+ ,MORTGAGE,35316.0,Source Verified,Aug-2017,Charged Off,n,debt_consolidation,27.9,0,Apr-1994,0,,,11,29,0.0,0.0,6000.88,5906.18,3576.31,2413.81,0.0,10.76,0.0,Jan-2019,353.06,,Jan-2022,0.0,,1,INDIVIDUAL
1047791,3500,,3500.0,36 ,13.49,118.76,C,C2,3 ,OWN,25000.0,Verified,Aug-2017,Charged Off,n,medical,19.15,0,Aug-2005,0,53.0,,13,19,0.0,0.0,1680.95,1680.95,1097.81,436.06,0.0,147.08,1.4,Sep-2018,118.76,,Feb-2019,0.0,,1,INDIVIDUAL
1047442,6000,6000.0,6000.0,36 ,11.99,199.26,B,B5,2 ,OWN,35000.0,Source Verified,Aug-2017,Charged Off,n,debt_consolidation,19.37,0,Nov-2002,3,46.0,,4,12,0.0,0.0,3013.29,3013.29,2081.69,707.25,0.0,224.35,2.37,Oct-2018,199.26,,Mar-2019,0.0,,1,INDIVIDUAL
1047383,4400,4400.0,4400.0,36 ,11.99,146.13,B,B5,3 ,MORTGAGE,36000.0,Verified,Aug-2017,Charged Off,n,other,5.23,0,Jun-2003,3,28.0,,6,13,0.0,0.0,2070.11,2070.11,1410.3,488.74,0.0,171.07,1.76,Sep-2018,146.13,,Feb-2019,0.0,,1,INDIVIDUAL
1047238,4800,4800.0,4800.0,36 ,10.99,157.13,B,B3,1 ,MORTGAGE,57600.0,Not Verified,Aug-2017,Charged Off,n,home_improvement,20.35,0,Jun-1992,0,42.0,,7,30,0.0,0.0,4157.38,4157.38,3147.46,761.29,0.0,248.63,2.2913000017,Sep-2019,157.13,,Feb-2020,0.0,,1,INDIVIDUAL
1047157,7100,7100.0,7100.0,36 ,7.49,220.83,A,A4,2 ,OWN,26000.0,Not Verified,Aug-2017,Charged Off,n,debt_consolidation,27.18,0,Sep-1996,2,,,5,14,0.0,0.0,3269.67,3269.67,2717.7,551.97,0.0,0.0,0.0,Dec-2018,247.14,,Jan-2022,0.0,,1,INDIVIDUAL
1047042,35000,,34950.0,60 ,17.49,879.09,D,D5,10+ ,MORTGAGE,96000.0,Verified,Aug-2017,Charged Off,n,small_business,6.2,1,Apr-1991,0,13.0,,21,36,0.0,0.0,13992.04,13972.12,5677.8,6614.76,0.0,1699.48,16.58,Oct-2018,879.09,,Mar-2019,0.0,,1,INDIVIDUAL
1046958,4600,4600.0,4600.0,36 ,13.99,157.2,C,C3,5 ,RENT,50000.0,Verified,Aug-2017,Charged Off,n,debt_consolidation,14.26,0,Aug-1996,1,,,9,12,0.0,0.0,206.65,206.65,0.0,0.0,0.0,206.65,2.01,,0.0,,Feb-2018,0.0,,1,INDIVIDUAL
1046707,7000,7000.0,7000.0,36 ,12.99,235.83,C,C1,1 ,MORTGAGE,55000.0,Source Verified,Aug-2017,Charged Off,n,small_business,22.06,1,Sep-2000,0,18.0,,7,16,0.0,0.0,5423.13,5423.13,4144.84,1266.37,0.0,11.92,0.0,Jul-2019,235.83,,Jan-2022,0.0,,1,INDIVIDUAL
1046323,4000,4000.0,4000.0,36 ,10.99,130.94,B,B3,9 ,RENT,42000.0,Source Verified,Aug-2017,Charged Off,n,moving,0.89,0,Jan-1997,0,26.0,,4,7,0.0,0.0,3347.72,3347.72,2502.78,620.1,0.0,224.84,8.5956,Aug-2019,130.94,,May-2020,0.0,,1,INDIVIDUAL
1045654,11200,11200.0,11200.0,60 ,11.99,249.09,B,B5,< 1 ,RENT,59040.0,Source Verified,Aug-2017,Charged Off,n,other,21.71,0,Dec-1993,3,,,14,40,0.0,0.0,5229.81,5229.81,3177.52,2036.57,0.0,15.72,0.0,May-2019,249.09,,Jan-2022,0.0,,1,INDIVIDUAL
1045471,3000,3000.0,3000.0,36 ,14.79,103.69,C,C4,7 ,RENT,31400.0,Source Verified,Aug-2017,Charged Off,n,car,18.96,0,Jan-1999,1,80.0,,7,16,0.0,0.0,516.7,516.7,340.75,175.95,0.0,0.0,0.0,Jan-2018,103.69,,Jan-2022,0.0,,1,INDIVIDUAL
1045438,6000,6000.0,5750.0,36 ,,196.41,B,B3,5 ,MORTGAGE,52000.0,Not Verified,Aug-2017,Charged Off,n,debt_consolidation,11.98,1,Jul-2006,0,18.0,,8,12,0.0,0.0,1931.27,1850.52,1274.93,492.17,0.0,164.17,1.84,Jun-2018,202.36,,Oct-2018,0.0,,1,INDIVIDUAL
1044880,17500,17500.0,17500.0,,20.99,473.34,F,F3,3 ,RENT,45000.0,Source Verified,Aug-2017,Charged Off,n,debt_consolidation,11.09,0,May-2002,2,,,6,7,0.0,0.0,20260.26,20260.26,8964.73,9278.3,0.0,2017.23,339.999999995,Jan-2021,273.34,,Jan-2022,0.0,,1,INDIVIDUAL
1044515,2000,2000.0,2000.0,36 ,13.99,68.35,C,C3,2 ,OWN,35000.0,Source Verified,Aug-2017,Charged Off,n,other,0.51,0,Jul-2000,1,24.0,,2,3,0.0,0.0,2111.14,2111.14,229.64,110.86,0.0,1770.64,0.0,Jan-2018,68.35,,Jan-2022,0.0,,1,INDIVIDUAL
1044442,8875,8875.0,8875.0,36 ,10.59,288.84,B,B2,< 1 ,RENT,21312.0,Verified,Aug-2017,Charged Off,n,debt_consolidation,15.54,0,Dec-2000,3,,,6,8,0.0,0.0,7639.15,7639.15,5838.93,1358.97,0.0,441.25,4.1814999944,Sep-2019,577.68,,Feb-2020,0.0,,1,INDIVIDUAL
1044275,15600,15600.0,15350.0,60 ,17.49,391.83,D,D5,10+ ,RENT,60000.0,Source Verified,Aug-2017,Charged Off,n,debt_consolidation,15.0,0,Jun-2005,0,,,6,11,0.0,0.0,2029.02,1996.41,497.3,670.42,0.0,861.3,155.034000008,Dec-2017,391.83,,Jul-2021,0.0,,1,INDIVIDUAL
1042928,6000,6000.0,5750.0,36 ,,193.58,B,B1,4 ,RENT,33000.0,Not Verified,Aug-2017,Charged Off,n,major_purchase,19.53,0,Mar-2006,0,,,9,15,0.0,0.0,4028.29,3860.17,3104.15,758.25,0.0,165.89,1.8,Apr-2019,193.58,,Sep-2019,0.0,,1,INDIVIDUAL
1042766,7550,7550.0,7550.0,36 ,16.89,268.77,D,D4,8 ,RENT,34560.0,Not Verified,Aug-2017,Charged Off,n,other,21.94,0,Jan-2004,1,67.0,,2,8,0.0,0.0,3493.32,3493.32,2287.48,1186.77,0.0,19.07,0.0,Sep-2018,268.77,,Feb-2019,0.0,,1,INDIVIDUAL
1042362,2600,,2600.0,36 ,5.99,79.09,A,A2,6 ,MORTGAGE,63000.0,Not Verified,Aug-2017,Charged Off,n,small_business,4.43,0,Mar-1992,3,,,6,27,0.0,0.0,2134.89,2134.89,1905.33,229.56,0.0,0.0,0.0,Nov-2019,79.09,,Jan-2022,0.0,,1,INDIVIDUAL
1042263,9250,9250.0,9250.0,36 ,10.59,301.05,B,B2,1 ,RENT,40000.0,Source Verified,Aug-2017,Charged Off,n,debt_consolidation,22.38,0,Jul-2004,0,,,5,10,0.0,0.0,7977.42,7977.42,6092.84,1420.98,15.0275646115,448.57,4.3611999983,Sep-2019,301.05,,Feb-2020,0.0,,1,INDIVIDUAL
1041891,35000,35000.0,35000.0,60 ,21.36,953.97,F,F4,9 ,MORTGAGE,254616.0,Source Verified,Aug-2017,Charged Off,n,debt_consolidation,12.56,1,Jan-1989,3,14.0,,17,63,0.0,0.0,5721.3,5721.3,2075.4,3645.9,0.0,0.0,0.0,Feb-2018,953.97,,Jan-2022,0.0,,1,INDIVIDUAL
1041129,35000,35000.0,34450.0,,12.99,1179.12,C,C1,10+ ,RENT,75000.0,Verified,Aug-2017,Charged Off,n,debt_consolidation,11.54,0,Mar-1991,0,,,9,23,0.0,0.0,13316.65,13107.26,8395.4,3384.1,0.0,1537.15,14.85,Jun-2018,1179.12,,Nov-2018,0.0,,1,INDIVIDUAL
1040944,25000,17050.0,17025.0,60 ,14.79,403.75,C,C4,< 1 ,MORTGAGE,108000.0,Verified,Sep-2017,Charged Off,n,debt_consolidation,20.62,0,May-1996,3,,,13,39,0.0,0.0,4890.78,4883.62,2043.17,1986.63,0.0,860.98,8.25,Jul-2018,403.75,,Dec-2018,0.0,,1,INDIVIDUAL
1040624,23000,23000.0,22975.0,60 ,11.99,511.51,B,B5,2 ,RENT,60000.0,Verified,Aug-2017,Charged Off,n,debt_consolidation,10.86,0,Jan-1988,2,,,6,14,0.0,0.0,3062.22,3058.92,1729.13,1333.09,0.0,0.0,0.0,Feb-2018,511.51,,Jan-2022,0.0,,1,INDIVIDUAL
1040533,30800,20450.0,20175.0,60 ,10.99,444.54,B,B3,3 ,RENT,70000.0,Verified,Sep-2017,Charged Off,n,credit_card,23.09,0,May-1993,0,,,13,33,0.0,0.0,2663.34,2627.52,1576.98,1086.36,0.0,0.0,0.0,Mar-2018,444.54,,Jan-2022,0.0,,1,INDIVIDUAL
